57,96891340,94248860,108813140,86822730,96280100,111763400,15258,15477,14837,15188,14668,16329,6350.19924,6089.607805,7333.904428,5716.534764,6563.955549,6844.473023
58,96921050,94367100,112532740,86947580,96421370,111763400,15258,15493,14976,15193,14696,16329,6352.146415,6090.950752,7514.205395,5722.871059,6561.062194,6844.473023
59,97197720,94408970,112532740,87149470,96481420,112535830,15283,15501,14976,15248,14714,16419,6359.858666,6090.508354,7514.205395,5715.468914,6557.117031,6854.000244
60,97237500,94410810,112543690,87368900,97412340,112542130,15283,15501,14977,15267,14717,16419,6362.461559,6090.627056,7514.4348,5722.728761,6619.035129,6854.383945
61,98763460,99206990,112675400,87524130,97434710,112542130,15376,15583,15008,15272,14717,16419,6423.221904,6366.360136,7507.689232,5731.019513,6620.55514,6854.383945
62,98904670,99223730,112677220,90995460,97456200,112542130,15407,15583,15008,15766,14718,16419,6419.463231,6367.434384,7507.810501,5771.626284,6621.56543,6854.383945
63,98904670,99559390,114137220,91077650,97520170,112542130,15407,15614,14994,15768,14725,16419,6419.463231,6376.289868,7612.192877,5776.106672,6622.761969,6854.383945
64,99034180,99757130,114249200,91164820,97560380,113203860,15439,15614,14994,15778,14725,16417,6414.546279,6388.954144,7619.661198,5777.970592,6625.492699,6895.526588
65,99034180,99999060,114249200,91164820,97692500,113575770,15439,15646,14994,15778,14731,16439,6414.546279,6391.349866,7619.661198,5777.970592,6631.762949,6908.922076
66,99234150,100775810,115441660,91164820,97943960,113722800,15508,15650,15018,15778,14808,16446,6398.900567,6439.348882,7686.886403,5777.970592,6614.25986,6914.921561
67,99317750,101367950,116203430,91189680,97997300,113722800,15530,15752,15040,15778,14811,16446,6395.218931,6435.243144,7726.291888,5779.546204,6616.521504,6914.921561
68,99457350,101884100,116203430,91519490,98142660,113982390,15529,15751,15040,15849,14816,16454,6404.620388,6468.421053,7726.291888,5774.464635,6624.099622,6927.33621
69,99481410,108526410,116224500,91527800,98200250,114021260,15529,15941,15040,15849,14820,16455,6406.169747,6808.005144,7727.692819,5774.988958,6626.197706,6929.277423
70,99481410,111167780,116352090,91527970,98386490,114021260,15529,15992,15050,15849,14838,16455,6406.169747,6951.461981,7731.03588,5774.999685,6630.711012,6929.277423
71,99974200,111167780,116940180,91665760,99472270,114063460,15652,15992,15118,15865,14863,16455,6387.311526,6951.461981,7735.162058,5777.8607,6692.610509,6931.841993
72,100172440,111278100,117045050,91716650,100149450,114063460,15649,15999,15114,15875,14867,16455,6401.203911,6955.315957,7744.14781,5777.426772,6736.35905,6931.841993
73,100242090,111278100,117102490,91916350,103838960,114067650,15651,15999,15114,15874,15001,16455,6404.836113,6955.315957,7747.94826,5790.371047,6922.135858,6932.096627
74,100242090,112077070,117676830,97804210,103838960,114084920,15651,16030,15120,15871,15001,16455,6404.836113,6991.707424,7782.859127,6162.447861,6922.135858,6933.146156
75,100242090,114003390,117864340,98299160,103838960,114127540,15651,16086,15139,15887,15001,16456,6404.836113,7087.118612,7785.477244,6187.395984,6922.135858,6935.314779
76,100303820,114003390,117864340,98538860,103898540,114127540,15651,16086,15139,15894,15019,16456,6408.78027,7087.118612,7785.477244,6199.752108,6917.806778,6935.314779
77,100303820,114003390,117864340,98617840,104093260,114191830,15651,16086,15139,15900,15021,16456,6408.78027,7087.118612,7785.477244,6202.379874,6929.848878,6939.221561
78,100323890,114943590,117963070,98637780,104900620,114283590,15650,16085,15154,15898,15231,16455,6410.472204,7146.011191,7784.285997,6204.414392,6887.310091,6945.21969
79,100442200,120178410,118504820,98804180,106972750,114283590,15771,16102,15222,15919,15377,16455,6368.790819,7463.570364,7785.101826,6206.682581,6956.672303,6945.21969
80,100606290,120178410,118622150,98804190,107022690,114289490,15822,16102,15226,15919,15379,16456,6358.632916,7463.570364,7790.762511,6206.683209,6959.01489,6945.156174
81,101415580,120672210,118622150,98981230,107066120,115000430,15829,16221,15226,15946,15381,16452,6406.948007,7439.258369,7790.762511,6207.276433,6960.933619,6990.057744
82,102157320,120854150,118622150,98999610,107135080,115000430,15918,16306,15226,15947,15383,16452,6417.723332,7411.636821,7790.762511,6208.039757,6964.511474,6990.057744
83,102253630,121078320,118622150,103354540,107268870,115311270,15920,16344,15226,15966,15385,16475,6422.966709,7408.120411,7790.762511,6473.414756,6972.302242,6999.166616
84,102339320,121200640,119368080,103673600,107955210,115438850,15979,16349,15424,16034,15570,16483,6404.613555,7413.336596,7739.113071,6465.860047,6933.539499,7003.509677
85,103211560,121200640,119552920,104833920,108161520,115646540,16280,16349,15423,16084,15577,16531,6339.776413,7413.336596,7751.599559,6517.90102,6943.668229,6995.737705
86,103992430,121965940,119869420,104833920,108175890,115687770,16315,16353,15432,16084,15578,16535,6374.038002,7458.32202,7767.588129,6517.90102,6944.144948,6996.538857
87,104054330,123539590,119965580,104947170,108719910,115788940,16316,16469,15429,16102,15605,16542,6377.441162,7501.341308,7775.33087,6517.648118,6966.99199,6999.694112
88,104066460,123539590,119965580,108450160,109662810,116851710,16317,16469,15429,16219,15581,16597,6377.793712,7501.341308,7775.33087,6686.611998,7038.239522,7040.532024
89,104066460,124262390,120018690,109158690,110087200,117077050,16317,16465,15430,16429,15636,16604,6377.793712,7547.062861,7778.268957,6644.268671,7040.624201,7051.135269
90,104066460,124264520,120124340,111037570,110087200,118405090,16317,16465,15433,16565,15636,16629,6377.793712,7547.192226,7783.60267,6703.143375,7040.624201,7120.397498
91,104634000,124385390,120168030,111037570,110275510,118406740,16312,16605,15443,16565,15660,16629,6414.541442,7490.839506,7781.391569,6703.143375,7041.858876,7120.496723
92,104895470,124857880,120788840,117046090,111617730,118443700,16345,16610,15450,16771,15675,16629,6417.587641,7517.030704,7818.047896,6979.076382,7120.748325,7122.719346
93,104895480,124857880,120788840,117312010,111626280,118575900,16345,16610,15450,16783,15675,16640,6417.588253,7517.030704,7818.047896,6989.930882,7121.29378,7125.955529
94,104975440,125437030,120788840,117712070,111626280,118732580,16357,16607,15450,16786,15675,16657,6417.768539,7553.26248,7818.047896,7012.514595,7121.29378,7128.089092
95,104975440,125437030,121227050,117741870,111742500,118733620,16357,16607,15517,16789,15676,16657,6417.768539,7553.26248,7812.531417,7013.036512,7128.253381,7128.151528
96,105073910,125706220,121272840,117865840,111750970,118772730,16356,16650,15536,16808,15676,16657,6424.18134,7549.923123,7805.924305,7012.484531,7128.793697,7130.49949
97,105096530,125707430,121341290,117977610,111768840,124999480,16357,16650,15539,16825,15676,16957,6425.171486,7549.995796,7808.822318,7012.042199,7129.933657,7371.556289
98,105096530,125707430,121472410,117977610,111918390,124999480,16357,16650,15572,16825,15714,16957,6425.171486,7549.995796,7800.694195,7012.042199,7122.208858,7371.556289
99,105096530,125744960,121504010,118024300,111979160,125020320,16357,16647,15582,16824,15732,16958,6425.171486,7553.610861,7797.715954,7015.234189,7117.922705,7372.350513
100,105306870,126277240,121929250,119100870,112645300,125082220,16374,16649,15632,16856,15815,16959,6431.346647,7584.674155,7799.97761,7065.784884,7122.687322,7375.565776
101,106065530,127276890,121929250,121359130,113701390,125653510,16457,16670,15632,16864,16020,16954,6445.010026,7635.086383,7799.97761,7196.343098,7097.465044,7411.437419
102,108156180,127276890,121963360,121962320,113940000,125657130,16489,16670,15634,16873,16068,16955,6559.292862,7635.086383,7801.161571,7228.253423,7091.112771,7411.213801
103,108340470,127781580,121963360,121975860,119832440,125667140,16527,16663,15634,16873,16228,16955,6555.362135,7668.581888,7801.161571,7229.055888,7384.301208,7411.804188
104,108340470,127925930,121979060,122136700,120060000,126492640,16527,16682,15636,16872,16247,16966,6555.362135,7668.500779,7801.167818,7239.017307,7389.671939,7455.654839
105,108340470,127925930,121979740,122144570,120321590,126492640,16527,16682,15636,16873,16248,16966,6555.362135,7668.500779,7801.211307,7239.054703,7405.316962,7455.654839
106,108493010,128170220,121997840,122773540,120694910,127236630,16567,16710,15637,16982,16250,17003,6548.742078,7670.270497,7801.869924,7229.627841,7427.379077,7483.187085
107,108548200,128316730,122109470,122889720,120694910,127775490,16575,16725,15657,16990,16250,17042,6548.911011,7672.151271,7799.033659,7233.061801,7427.379077,7497.68161
108,108920780,128449130,122350930,122889720,120694910,130748180,16645,16732,15663,16990,16250,17043,6543.75368,7676.85453,7811.462044,7233.061801,7427.379077,7671.664613
109,109186180,128767360,122495700,123155930,120725010,130782190,16661,16733,15680,17007,16247,17048,6553.398956,7695.413853,7812.225765,7241.484683,7430.603188,7671.40955
110,109258070,129018690,122495700,123934170,120882600,130782190,16665,16785,15680,17006,16277,17048,6556.139814,7686.546917,7812.225765,7287.673174,7426.589666,7671.40955
111,113731790,140532590,122496440,123934170,120975660,130782190,16787,16699,15680,17006,16276,17048,6774.991958,8415.62908,7812.272959,7287.673174,7432.763578,7671.40955
112,113732570,141222230,122496920,123934170,121862430,130806690,16787,16696,15680,17006,16275,17048,6775.038423,8458.446933,7812.303571,7287.673174,7487.706912,7672.846668
113,113848050,141261810,122519000,124061390,125446090,130926980,16797,16697,15680,17015,16272,17059,6777.879979,8460.310834,7813.711735,7291.295328,7709.322148,7674.950466
114,113853230,141295200,122572900,124571840,125446090,131486800,16797,16698,15684,17004,16272,17065,6778.188367,8461.803809,7815.155573,7326.031522,7709.322148,7705.057134
115,113903860,141381190,122639450,124689790,125446090,131569180,16797,16716,15692,17035,16272,17090,6781.202596,8457.836205,7815.412312,7319.623716,7709.322148,7698.606202
116,114337950,141387480,122663100,124761180,125446090,131741180,16791,16716,15693,17034,16272,17100,6809.478292,8458.212491,7816.421334,7324.244452,7709.322148,7704.162573
117,114376770,142133840,122809220,124803450,125449300,131770530,16794,16726,15709,17031,16274,17102,6810.573419,8497.778309,7817.761793,7328.016558,7708.571955,7704.97778
118,114781150,142405200,122832190,124834470,125497590,132028960,16789,16770,15709,17031,16294,17103,6836.687712,8491.663685,7819.224012,7329.837943,7702.073769,7719.63749
119,114980740,142405200,123335490,124912420,125511180,132197530,16790,16770,15849,17031,16295,17107,6848.167957,8491.663685,7781.9099,7334.41489,7702.435103,7727.686327
120,115244540,142511880,123335490,125510600,125675040,132385450,16821,16783,15849,17029,16299,17106,6851.23001,8491.442531,7781.9099,7370.403429,7710.598196,7739.123699
121,115244540,142511880,123404880,125552380,125743800,133202310,16821,16783,15854,17037,16300,17104,6851.23001,8491.442531,7783.832471,7369.394847,7714.343558,7787.787067
122,115257940,142520550,123437920,125685260,125743800,133202310,16825,16783,15856,17036,16300,17104,6850.397623,8491.959125,7784.93441,7377.627377,7714.343558,7787.787067
123,115572810,142536320,123723220,125747320,125802830,133206950,16824,16784,15861,17037,16312,17104,6869.520328,8492.392755,7800.467814,7380.837002,7712.287273,7788.058349
124,115604640,142536320,123973730,125747320,126021870,133242960,16825,16784,15890,17037,16345,17105,6871.003863,8492.392755,7801.996853,7380.837002,7710.117467,7789.708272
125,115657740,142565590,124398350,125833900,126326140,133747150,16846,16788,15984,17033,16410,17185,6865.590645,8492.112819,7782.679555,7387.653379,7698.119439,7782.784405
126,115657740,142565590,124423020,126264910,126386190,133747150,16846,16788,15984,17133,16410,17185,6865.590645,8492.112819,7784.222973,7369.690655,7701.778793,7782.784405
127,115782360,143019160,124524950,126267280,126401260,133747550,16848,16794,16005,17134,16411,17185,6872.172365,8516.086698,7780.378007,7369.398856,7702.227774,7782.807681
128,115782360,143019160,124666700,126267280,126440660,133798210,16848,16794,16034,17134,16410,17186,6872.172365,8516.086698,7775.146564,7369.398856,7705.098111,7785.302572
129,116407690,143023790,124722980,126354680,126440660,133833290,16844,16794,16040,17142,16410,17188,6910.929114,8516.362391,7775.746883,7371.05822,7705.098111,7786.437631
130,116466490,143023790,127896540,126780270,127030080,133833290,16843,16794,16092,17201,16523,17188,6914.830493,8516.362391,7947.833706,7370.517412,7688.076015,7786.437631
131,116702330,143023790,128138980,127120220,127210110,134015950,16866,16794,16111,17198,16536,17246,6919.383968,8516.362391,7953.508783,7391.56995,7692.919086,7770.842514
132,117060110,143023790,128155340,135058010,127210110,134359350,16880,16794,16112,17115,16536,17248,6934.84064,8516.362391,7954.030536,7891.207128,7692.919086,7789.850997
133,117907460,143475620,128163570,135082370,127224540,134359350,16878,16836,16112,17115,16537,17248,6985.866809,8521.954146,7954.541336,7892.630441,7693.32648,7789.850997
134,117907460,143928940,128412510,135087980,130153240,134359350,16878,16965,16133,17115,16558,17248,6985.866809,8483.875037,7959.617554,7892.958224,7860.444498,7789.850997
135,121620110,144023470,129771580,135906840,130495630,134434040,16889,16981,16250,17263,16570,17249,7201.143348,8481.448089,7985.943385,7872.724324,7875.415208,7793.729492
136,133779570,144023470,129771580,136027260,130533880,134922920,16785,16981,16250,17277,16597,17284,7970.18588,8481.448089,7985.943385,7873.314812,7864.908116,7806.232354
137,133779570,144043660,130641580,136027260,130568800,134966890,16785,16986,16340,17277,16596,17291,7970.18588,8480.140115,7995.200734,7873.314812,7867.486141,7805.61506
138,133952240,144151170,130895480,136027260,130616290,134966890,16822,16984,16407,17277,16603,17291,7962.919986,8487.468794,7978.026452,7873.314812,7867.029453,7805.61506
139,133952240,144151170,130895480,136225130,131010270,135014800,16822,16984,16407,17279,16604,17296,7962.919986,8487.468794,7978.026452,7883.854968,7890.283667,7806.128585
140,133952240,144372580,131030840,136225130,131374180,135014800,16822,16984,16434,17279,16665,17296,7962.919986,8500.505181,7973.155653,7883.854968,7883.239124,7806.128585
141,134601960,144472360,131070950,136225130,131880140,135014800,16832,16985,16438,17279,16698,17296,7996.789449,8505.879305,7973.655554,7883.854968,7897.960235,7806.128585
142,135071650,144530560,131133170,136250900,132295040,135427770,16928,16990,16443,17283,16773,17304,7979.185373,8506.801648,7975.0149,7883.521379,7887.38091,7826.385229
143,135071650,144560980,131308530,136997880,132295040,135446590,16928,16993,16482,17284,16773,17305,7979.185373,8507.089978,7966.783764,7926.283268,7887.38091,7827.020514
144,135078410,144782210,131308530,136997880,132295040,135490180,16928,17042,16482,17284,16773,17309,7979.584712,8495.611431,7966.783764,7926.283268,7887.38091,7827.730083
145,138874360,145077230,131620810,138284420,132514000,135571410,16936,17041,16480,17298,16793,17316,8199.950402,8513.422334,7986.699636,7994.243265,7891.026023,7829.256757
146,138874360,145077230,131797440,138284940,132549610,135762850,16936,17041,16539,17298,16797,17335,8199.950402,8513.422334,7968.888083,7994.273326,7891.266893,7831.719065
147,139155850,145082650,132007720,138284940,132616020,135762850,16942,17044,16558,17298,16798,17335,8213.661315,8512.241845,7972.443532,7994.273326,7894.750566,7831.719065
148,139155850,145119950,132007720,138285130,132622820,137131160,16942,17059,16558,17298,16798,17429,8213.661315,8506.943549,7972.443532,7994.28431,7895.155376,7867.987836
149,139162590,145674090,132473770,138285130,132868640,137131160,16944,17078,16578,17298,16814,17429,8213.089589,8529.926806,7990.93799,7994.28431,7902.2624,7867.987836
150,139212890,145757410,132736250,138553900,132868640,137472630,16947,17078,16587,17333,16814,17501,8214.603765,8534.805598,8002.426599,7993.647955,7902.2624,7855.129993
151,139262800,145799990,132797600,138553900,133073210,137616990,16956,17081,16603,17333,16825,17521,8213.187072,8535.799426,7998.409926,7993.647955,7909.254681,7854.402717
152,139287060,145799990,132797600,138589210,133073210,138377090,16957,17081,16603,17339,16825,17525,8214.133396,8535.799426,7998.409926,7992.918277,7909.254681,7895.982311
153,139287060,146270800,132833510,138684160,133073210,139163470,16957,17184,16603,17347,16825,17534,8214.133396,8512.034451,8000.572788,7994.705713,7909.254681,7936.778259
154,139287060,146280900,133234970,138686700,133308540,139202880,16957,17184,16608,17348,16870,17541,8214.133396,8512.622207,8022.336826,7994.391284,7902.106698,7935.857705
155,139295330,146312560,133234970,138716330,135008520,139383240,16957,17190,16608,17351,16886,17554,8214.6211,8511.492728,8022.336826,7994.716731,7995.293142,7940.255212
156,139295330,146661550,133724180,138729760,135020060,139757660,16957,17189,16605,17351,16886,17563,8214.6211,8532.291,8053.247817,7995.49075,7995.976549,7957.504982
157,139339240,146661550,133975040,138729760,135049610,139847980,16967,17189,16615,17351,16892,17567,8212.367537,8532.291,8063.499248,7995.49075,7994.885745,7960.834519
158,139339920,146680540,133992140,139402070,138779340,139848170,16967,17191,16615,17336,16899,17567,8212.407615,8532.403002,8064.528438,8041.190009,8212.2812,7960.845335
159,139891050,146723380,134443960,139486420,138863920,139899620,16965,17191,16614,17337,16904,17567,8245.862069,8534.895003,8092.20898,8045.591509,8214.855655,7963.774122
160,139961050,146758690,134443960,139509730,138866170,139918220,16966,17191,16614,17341,16904,17567,8249.501945,8536.948985,8092.20898,8045.079869,8214.98876,7964.832925
161,139996040,146784040,134954900,139510970,138889040,140261560,16968,17193,16611,17341,16904,17581,8250.591702,8537.43035,8124.429595,8045.151375,8216.341694,7978.019453
162,140453350,146784040,135668180,139627480,138896990,140461730,16961,17193,16611,17360,16904,17582,8280.959259,8537.43035,8167.369815,8043.057604,8216.811997,7988.950631
163,141157230,146788680,135690160,139643370,139027450,140461730,16961,17193,16612,17359,16917,17582,8322.459171,8537.700227,8168.2013,8044.436315,8218.209493,7988.950631
164,141226050,147396910,138522040,139723650,139027450,140529060,16968,17203,16718,17367,16917,17587,8323.081683,8568.093356,8285.802129,8045.353256,8218.209493,7990.507761
165,141291200,147433840,138612470,139732380,139130970,140529060,16968,17208,16741,17367,16916,17587,8326.921264,8567.749884,8279.820202,8045.855934,8224.814968,7990.507761
166,141697990,147433840,138632980,140014940,139162100,141013010,17057,17208,16743,17415,16916,17585,8307.321921,8567.749884,8280.056143,8039.90468,8226.655238,8018.937162
167,141725810,147521270,138632980,140119780,139162100,144017500,17063,17207,16743,17445,16916,17678,8306.031179,8573.328878,8280.056143,8032.088277,8226.655238,8146.707772
168,141745580,147547750,138669330,141535240,139162100,144025300,17061,17207,16749,17428,16916,17678,8308.163648,8574.867786,8279.260254,8121.140693,8226.655238,8147.148999
169,141745580,147661490,138670770,141535240,139284240,144193880,17061,17211,16749,17428,16938,17697,8308.163648,8579.48347,8279.34623,8121.140693,8223.181013,8147.927897
170,141745580,147694050,138728210,141535240,139285970,144421720,17061,17215,16751,17428,16938,17736,8308.163648,8579.381353,8281.786759,8121.140693,8223.28315,8142.857465
171,142418410,147736990,138728210,141538050,139302630,144423390,17056,17216,16751,17429,16939,17737,8350.047491,8581.377207,8281.786759,8120.835963,8223.781215,8142.49253
172,142426950,147736990,138728210,146074330,139302630,144441920,17057,17216,16751,17551,16939,17737,8350.058627,8581.377207,8281.786759,8322.84941,8223.781215,8143.537239
173,142532170,147806320,138728230,146074330,139302630,145145130,17087,17227,16751,17551,16939,17724,8341.556154,8579.922215,8281.787953,8322.84941,8223.781215,8189.18585
174,142562870,152130560,138728230,146101000,139306630,145145130,17084,17380,16751,17551,16941,17724,8344.817958,8753.196778,8281.787953,8324.368982,8223.046455,8189.18585
175,142990870,152299380,138755970,146114560,139336480,145145130,17160,17379,16755,17559,16941,17724,8332.801282,8763.414466,8281.466428,8321.348596,8224.808453,8189.18585
